How to use TensorFlow reader and queue to read two file at same time?,"<python>, <tensorflow>",38827264,3258,3,2016-08-08T10:50:14.073,2016-08-10T10:08:58.443,"read,d,d"
How to restore variables using CheckpointReader in Tensorflow,"<python-2.7>, <tensorflow>",39137597,6455,3,2016-08-25T05:51:34.640,2016-08-25T10:26:07.163,"restore,checkpoint,t"
How to efficiently write a binary file containing mixed label and image data,"<python>, <io>, <tensorflow>",39883715,469,0,2016-10-05T21:09:42.917,2016-10-06T07:12:42.027,"save,ds,d"
How to convert jpg array [255 255 204 114... to tensorflow image array [0. 0. 0.03921569 0.47450984,<tensorflow>,39934846,276,0,2016-10-08T16:44:20.217,2016-10-08T18:09:14.103,"convert,di,d"
How to *correctly* read data from csv's into TensorFlow,"<python>, <csv>, <tensorflow>",40143019,1524,2,2016-10-19T23:17:52.100,2016-10-20T02:57:31.527,"read,d,d"
How to read CIFAR-10 dataset in Tensorflow?,"<python>, <tensorflow>, <deep-learning>",40822234,7315,0,2016-11-26T19:25:59.703,2016-11-28T04:58:43.150,"read,d,d"
How to read Ogg or MP3 audio files in a TensorFlow graph?,"<tensorflow>, <audio>, <ffmpeg>",41109652,3601,9,2016-12-12T21:11:34.253,2020-03-05T14:01:50.083,"read,d,d"
How to convert numerical categorical data into Sparse tensors in tensorflow?,"<python>, <machine-learning>, <tensorflow>, <logistic-regression>",41178047,621,1,2016-12-16T05:53:00.380,2016-12-16T10:20:51.977,"convert,d,d"
how to add label to image data set for classification?,"<python>, <machine-learning>, <tensorflow>, <deep-learning>",41612057,16022,7,2017-01-12T11:27:16.567,2017-01-12T15:46:33.817,"label,di,d"
How to multiply input images with mask in tensorflow?,<tensorflow>,41749674,3468,3,2017-01-19T19:02:34.750,2017-01-20T18:27:22.307,"multiply,di,d"
how to select particular values defined in one tensor with data in another tensor,"<python>, <variables>, <tensorflow>",41777019,253,0,2017-01-21T07:55:04.677,2017-01-21T12:13:11.087,"select,dt,d"
Tensorflow: How to randomly crop input images and labels in the same way?,<tensorflow>,42147427,11127,8,2017-02-09T21:44:03.367,2017-02-10T00:30:56.550,"crop,di,d"
Tensorflow: How to subtract a mean image?,<tensorflow>,42160782,5103,3,2017-02-10T13:39:42.933,2017-02-10T14:11:56.130,"subtract mean,di,d"
How to construct a tensorflow::Tensor from raw pointer data in C++,"<c++>, <tensorflow>",42809657,2978,6,2017-03-15T12:23:35.017,2017-03-15T16:21:00.857,"convert,dt,d"
How to read files by one in Tensorflow?,"<python>, <tensorflow>, <queue>",42987099,2905,2,2017-03-23T21:13:49.233,2017-03-23T22:16:08.897,"read,d,d"
How to get misclassified files in TF-Slim's eval_image_classifier.py?,"<tensorflow>, <tf-slim>",43065063,1303,2,2017-03-28T08:58:32.610,2017-04-27T21:29:22.930,"read,di,d"
How to create a small dataset to test my CNN?,"<python>, <tensorflow>, <deep-learning>, <training-data>",43136085,367,0,2017-03-31T08:32:29.273,2017-03-31T10:06:13.243,"select,d,d"
how to go through images in a for loop in order,"<python>, <tensorflow>",43290364,1736,-1,2017-04-08T04:58:32.610,2017-04-08T05:08:56.733,"iterate,d,d"
How to reshape a 1D Tensorflow Tensor to a 4D Tensor of rank 4,"<python>, <machine-learning>, <tensorflow>",43336967,2146,0,2017-04-11T04:46:18.890,2017-04-11T06:00:56.563,"reshape,dt,d"
How to display the code of an image after tf.decode_image,"<python>, <tensorflow>",43396525,2470,1,2017-04-13T15:41:15.077,2017-04-13T15:45:45.330,"decode,di,d"
How to read tensorflow memory mapped graph file in android?,"<android>, <tensorflow>",43533264,1220,2,2017-04-21T03:06:40.650,2017-05-09T17:52:49.963,"read,d,d"
How to display custom images in TensorBoard using Keras?,"<tensorflow>, <keras>, <deep-learning>, <tensorboard>",43784921,17616,26,2017-05-04T13:56:45.240,2018-03-19T12:41:27.163,"display di,data,v"
How to reshape numpy image array for color channel,"<python>, <numpy>, <tensorflow>, <keras>, <neural-network>",43916981,2900,1,2017-05-11T13:33:25.080,2017-05-11T14:22:57.903,"reshape,di,d"
how to convert images in a directory to TFRecords,"<python>, <tensorflow>",43967082,515,0,2017-05-14T17:47:57.693,2017-05-14T18:51:13.547,"convert,di,d"
How to return augmented data in Keras/Tensorflow,"<python>, <numpy>, <matrix>, <tensorflow>, <keras>",44297268,529,1,2017-06-01T01:52:24.493,2017-07-18T14:05:30.323,"augment,d,d"
How to read dataset names from string tensor in tensorflow,"<python>, <tensorflow>, <tensorflow-serving>, <tensorflow-gpu>",44298811,703,1,2017-06-01T04:56:09.967,2017-06-02T20:54:56.137,"read,dt,d"
How to increase the size of deconv2d filters for a fixed data size?,"<python>, <tensorflow>, <conv-neural-network>, <deconvolution>, <dcgan>",44311244,277,5,2017-06-01T15:09:49.913,2017-06-09T05:17:05.823,"enlarge,filter,m"
How to create dataset in the same format as the FSNS dataset?,"<tensorflow>, <dataset>",44430310,15717,11,2017-06-08T08:19:14.633,2017-06-09T15:46:00.327,"convert,d,d"
How to load an image and show the image using keras?,"<python>, <numpy>, <matplotlib>, <tensorflow>, <keras>",44841869,28677,18,2017-06-30T08:20:59.040,2017-06-30T09:54:12.637,"read,di,d"
how to display images in tensorboard when data fomat is &quot;NCHW&quot;?,"<python>, <machine-learning>, <tensorflow>, <tensorboard>",44992752,629,1,2017-07-09T03:40:37.190,2017-07-09T06:27:44.713,"display di,data,v"
TensorFlow: How to assign labels to image dataset when creating batches?,"<python>, <arrays>, <image>, <numpy>, <tensorflow>",45038327,5423,0,2017-07-11T15:08:17.803,2017-07-11T16:23:59.030,"label,di,d"
How to simplify DataLoader for Autoencoder in Pytorch,"<autoencoder>, <pytorch>",45099554,1714,3,2017-07-14T09:34:46.937,2018-01-09T16:45:50.230,"encode,d,d"
how to load images from different folders and subfolders in python,"<python>, <tensorflow>, <deep-learning>",45484726,4807,0,2017-08-03T12:50:38.610,2017-08-03T13:00:40.630,"read,di,d"
How to apply random image geometric transformation simultaneously to multiple images?,"<python>, <tensorflow>",45502264,651,1,2017-08-04T08:49:45.197,2017-08-05T10:07:30.503,"multiply,di,d"
How to define the data to fit the classifier,<tensorflow>,45525684,399,1,2017-08-05T19:28:09.873,2017-08-05T21:03:04.397,"feed data,model,m"
How to reshape a tensor in TensorFlowSharp,"<c#>, <tensorflow>, <tensorflowsharp>",45753153,1992,2,2017-08-18T09:25:44.440,2017-08-18T22:27:31.450,"reshape,dt,d"
How to enable Dataset pipeline has distributed reading and consuming,"<python>, <machine-learning>, <tensorflow>, <distributed-computing>",45788433,214,1,2017-08-21T01:57:31.963,2017-08-21T14:52:03.563,"read,d,d"
How to normalize a RGB image read from a csv file using Tensorflow?,"<tensorflow>, <scikit-learn>, <tensorflow-gpu>",46021186,702,0,2017-09-03T07:25:22.123,2017-09-03T11:48:45.633,"normalize,di,d"
How to Properly Combine TensorFlow's Dataset API and Keras?,"<tensorflow>, <keras>",46135499,32793,55,2017-09-09T22:02:40.027,2017-09-10T11:43:36.153,"combine,d,d"
How to train pytorch model with numpy data and batch size?,"<python>, <pytorch>",46170814,6911,4,2017-09-12T07:49:51.340,2017-11-17T15:15:09.053,"load,d,d"
How to process a large image in Keras?,"<machine-learning>, <tensorflow>, <neural-network>, <keras>, <recurrent-neural-network>",46353720,1418,0,2017-09-21T21:54:36.807,2017-09-22T01:05:37.233,"reshape,di,d"
How to replicate tensorflow image processing using opencv python,"<python>, <opencv>, <tensorflow>",46403959,1217,0,2017-09-25T11:18:52.880,2017-09-25T23:12:49.237,"convert,di,d"
How to use Tensorflow's tf.cond() with two different Dataset iterators without iterating both?,<tensorflow>,46622490,1317,4,2017-10-07T16:27:00.110,2017-10-07T19:01:41.343,"iterate,d,d"
"In TensorFlow, how to reshape a tensor in a specific axis?",<tensorflow>,46882015,780,1,2017-10-23T04:34:30.577,2017-10-23T05:35:22.380,"reshape,dt,d"
How to reuse one tensor when creating a tensorflow dataset iterator of a pair of tensors?,"<tensorflow>, <tfrecord>",46986124,524,0,2017-10-28T04:04:58.810,2017-10-29T00:05:25.300,"iterate,dt,d"
How to reshape a tensor with multiple `None` dimensions?,"<tensorflow>, <reshape>, <tensor>",47026042,6873,6,2017-10-31T00:08:17.463,2017-10-31T01:10:44.713,"reshape,dt,d"
How to use tf.data.Dataset.padded_batch with a nested shape?,"<python>, <tensorflow>, <tensorflow-datasets>",47103249,4356,5,2017-11-03T19:33:15.443,2017-11-06T20:23:01.903,"pad,d,d"
How to feed feed_dict in tensorflow my own image data,<tensorflow>,47182843,1241,2,2017-11-08T14:57:23.940,2017-11-08T17:41:31.600,"feed data,model,m"
How to `dot` weight to batch data in PyTorch?,<pytorch>,47274655,2136,1,2017-11-13T22:32:19.300,2017-11-13T23:04:43.540,"dot product,weight,m"
How to expand tf.data.Dataset with additional example transformations in Tensorflow,"<python>, <tensorflow>, <tensorflow-datasets>",47337031,2078,0,2017-11-16T18:46:49.163,2017-11-17T06:23:30.523,"expand,d,d"
How to input a list of lists with different sizes in tf.data.Dataset,"<python>, <tensorflow>, <tensorflow-datasets>",47580716,13279,24,2017-11-30T18:55:38.730,2017-12-08T19:46:03.323,"convert,d,d"
"How to visualize images in tensorboard using tf.summary.image() in [batch, channels, width, height] (NCHW) order?","<tensorflow>, <tensorboard>",47705614,2306,0,2017-12-07T23:40:52.237,2017-12-08T00:37:35.540,"display di,data,v"
how to read tfrecord data into tensors/numpy arrays?,"<python>, <tensorflow>, <neural-network>",47878207,3565,1,2017-12-19T00:02:10.843,2017-12-19T15:55:21.880,"read,d,d"
How to use Dataset API to read TFRecords file of lists of variant length?,"<python>, <tensorflow>, <tfrecord>",47939537,5241,8,2017-12-22T10:03:45.437,2017-12-25T09:45:29.097,"read,d,d"
How to convert a Python data generator to a Tensorflow tensor?,"<python>, <tensorflow>, <machine-learning>, <deep-learning>, <keras>",47946413,4811,3,2017-12-22T19:23:33.790,2017-12-27T18:18:10.950,"convert,d,d"
How to apply tf.image.per_image_standardization() to a tensor with the wrong shape?,"<python>, <tensorflow>",48152124,758,1,2018-01-08T14:15:49.833,2018-01-08T16:27:59.737,"standardize,di,d"
How to import pre-downloaded MNIST dataset from a specific directory or folder?,"<python>, <tensorflow>, <machine-learning>, <deep-learning>, <mnist>",48257255,30402,12,2018-01-15T05:13:54.427,2018-01-15T14:01:30.913,"read,d,d"
How to pad to fixed BATCH_SIZE in tf.data.Dataset?,"<tensorflow>, <tensorflow-datasets>",48325636,2250,4,2018-01-18T16:11:35.047,2018-01-18T23:28:21.193,"pad,d,d"
How to use tf.data.Dataset.apply() for reshaping the dataset,"<python>, <tensorflow>, <tensorflow-datasets>",48415540,5167,10,2018-01-24T05:42:49.010,2018-01-27T03:53:01.740,"reshape,d,d"
How to automatically add zero padding in a image to expected shape?,"<python>, <tensorflow>",48675932,2359,3,2018-02-08T01:10:12.243,2018-02-08T01:23:25.553,"pad,di,d"
How to convert NumPy array image to TensorFlow image?,"<python>, <numpy>, <opencv>, <tensorflow>",48727264,7354,5,2018-02-11T01:14:28.723,2018-04-19T21:42:35.740,"convert,di,d"
How to use the Tensorflow Dataset API to read files with different names without evaluating the filename string,"<python>, <tensorflow>, <file-io>",48896762,3184,1,2018-02-21T01:15:45.497,2018-02-21T03:10:43.583,"read,d,d"
How to read tensorflow non-maximum-suppression method source code?,"<tensorflow>, <object-detection>, <object-detection-api>, <non-maximum-suppression>",48910206,5742,2,2018-02-21T15:56:51.647,2018-02-21T16:14:06.953,"read,d,d"
How to read a utf-8 encoded binary string in tensorflow?,"<tensorflow>, <google-cloud-platform>, <byte>, <google-cloud-ml>",48911249,2554,4,2018-02-21T16:49:08.980,2018-02-22T06:41:40.107,"read,d,d"
how to create cutomized dataset for google tensorflow attention ocr?,"<python>, <tensorflow>, <ocr>",49006573,540,-1,2018-02-27T10:34:58.077,2018-02-27T16:39:27.650,"save,d,d"
How to declare categorical columns in decode_csv when using Tensorflow dataset?,"<python>, <tensorflow>",49026632,612,3,2018-02-28T09:56:47.683,2018-07-23T16:59:56.493,"read,d,d"
How to read an Excel file using tensorflow?,"<python>, <tensorflow>",49395900,3486,2,2018-03-20T23:44:54.893,2018-03-21T00:09:33.737,"read,d,d"
How to print the result of `tf.data.Dataset.from_tensor_slices`?,<tensorflow>,49856880,19003,12,2018-04-16T12:02:57.960,2018-04-17T16:52:21.383,"print d,data,v"
How to read from tf.data.Iterator both sequentially and randomly in tensorflow?,"<python>, <tensorflow>, <dataset>",50005739,356,1,2018-04-24T15:38:07.127,2018-04-25T19:39:12.837,"read,d,d"
How to checkpoint tf.data Dataset objects?,"<tensorflow>, <tensorflow-datasets>",50265761,1150,3,2018-05-10T04:57:59.307,2018-05-10T17:13:24.480,"restore,checkpoint,t"
How to use tf.datasets with iterator in Tensorflow,"<python>, <tensorflow>, <tensorflow-datasets>",50330993,585,0,2018-05-14T13:01:08.993,2018-05-14T15:50:40.290,"iterate,d,d"
How to create tf.data.dataset from directories of tfrecords?,"<tensorflow>, <tensorflow-datasets>",50356677,5732,4,2018-05-15T18:05:49.617,2018-05-21T18:07:57.280,"save,d,d"
How to read images with varying resolutions to create a Dataset in TensorFlow,"<python>, <tensorflow>, <image-resizing>",50390812,765,1,2018-05-17T11:53:55.547,2018-05-17T12:19:46.090,"read,di,d"
TensorFlow - how to import data with multiple labels,"<tensorflow>, <tensorflow-datasets>",50723267,2240,2,2018-06-06T14:45:02.750,2018-06-06T16:20:42.477,"read,d,d"
How to create mask images from COCO dataset?,"<python>, <image-processing>, <tensorflow>, <computer-vision>, <image-segmentation>",50805634,12207,9,2018-06-11T20:35:56.287,2019-11-05T16:48:15.030,"mask,di,d"
Tensorflow: How to encode and read bmp images?,"<python>, <image>, <tensorflow>, <bmp>",50871281,3163,1,2018-06-15T07:51:44.697,2018-06-15T10:26:32.703,"encode,di,d"
How to make tfrecords from json annotated images,"<python>, <json>, <tensorflow>, <object-detection>, <object-detection-api>",51023367,6671,4,2018-06-25T12:20:41.707,2018-07-04T08:27:07.693,"convert,di,d"
How to extract patches of same size from images of different size and batch them together with tensorflow dataset api?,"<python>, <tensorflow>, <machine-learning>, <deep-learning>, <computer-vision>",51230690,732,1,2018-07-08T09:40:56.717,2018-07-16T16:03:56.463,"slice,di,d"
How to save data from `console.log` to MySQL database?,"<javascript>, <php>, <mysql>, <tensorflow>",51256020,556,-2,2018-07-10T01:20:04.990,2018-07-10T01:34:25.407,"save,d,d"
How to iterate over two dataloaders simultaneously using pytorch?,"<python>, <machine-learning>, <zip>, <conv-neural-network>, <pytorch>",51444059,18591,12,2018-07-20T13:50:42.443,2018-07-20T14:02:58.980,"iterate,d,d"
"How to use tensor-flow to reshape [1,2,3,4,5,6] into [[1,3,5],[2,4,6]]?","<tensorflow>, <reshape>",51480819,43,0,2018-07-23T14:09:21.310,2018-07-23T14:45:49.060,"reshape,d,d"
"Tensor has shape [?, 0] -- how to reshape to [?,]","<python>, <python-3.x>, <tensorflow>, <reshape>, <tensorflow-datasets>",51586693,62,1,2018-07-30T03:41:10.943,2018-07-30T04:02:59.473,"reshape,dt,d"
How to make tf.data.Dataset.from_generator yield batches with a custom generator,"<python>, <tensorflow>, <tensorflow-datasets>",51630204,4646,1,2018-08-01T09:48:00.657,2018-08-01T10:04:32.227,"iterate,d,d"
How to get a tensor from an image,<tensorflow.js>,51866875,1276,3,2018-08-15T21:44:31.207,2018-08-15T21:59:56.037,"convert,dt,d"
How to reshape image array?,"<python>, <tensorflow>, <machine-learning>, <keras>",51915835,656,-1,2018-08-19T08:25:11.160,2018-08-19T08:46:53.630,"reshape,di,d"
how to feed Tensorflow dataset pipeline with an example of triple tensors,"<tensorflow>, <tensor>, <tensorflow-datasets>, <tensorflow-estimator>",52069370,480,0,2018-08-29T04:12:32.910,2018-08-29T21:29:49.693,"feed data,model,m"
How to read (decode) tfrecords with tf.data API,<tensorflow>,52099863,3232,3,2018-08-30T14:46:02.813,2018-08-31T13:54:33.147,"decode,d,d"
How to change channel dimension of am image?,<pytorch>,52238167,685,-1,2018-09-08T18:21:03.233,2018-09-11T05:45:42.263,"reshape,di,d"
How to create my own handwriting data set like IAM dataset,"<tensorflow>, <dataset>",52313677,1994,0,2018-09-13T12:23:02.363,2018-09-30T11:29:40.647,"save,d,d"
How to mix unbalanced Datasets to reach a desired distribution per label?,"<python>, <tensorflow>, <tensorflow-datasets>",52325149,1456,5,2018-09-14T04:50:43.100,2018-09-14T08:27:15.437,"combine,d,d"
how to load label data presented in raster format into Keras/Tensorflow,"<python>, <tensorflow>, <keras>, <conv-neural-network>, <convolution>",52433872,912,1,2018-09-20T21:55:35.257,2018-09-20T23:23:26.977,"read,d,d"
How to convert RGB images to grayscale in PyTorch dataloader?,"<python>, <pytorch>",52439364,20140,8,2018-09-21T08:10:28.440,2018-09-21T11:16:27.830,"convert,di,d"
How to detect object position in image in Tensorflow,"<python>, <tensorflow>, <object-detection>",52546428,3834,0,2018-09-27T23:39:04.177,2018-09-29T00:06:34.833,"test,model,p"
"Given 4 points, how to crop a quadrilateral from an image in pytorch/torchvision?","<python>, <image>, <pytorch>, <torchvision>",52566050,1375,2,2018-09-29T07:10:37.313,2018-10-03T11:11:17.383,"crop,di,d"
How to read csv in TensorFlow?,"<python>, <csv>, <tensorflow>, <input>",52867244,648,1,2018-10-18T04:54:51.897,2018-10-18T05:12:33.850,"read,d,d"
"Multi-class image classification, how to load mask","<python>, <tensorflow>, <machine-learning>, <keras>, <semantic-segmentation>",52871934,840,0,2018-10-18T10:23:54.547,2018-10-18T17:01:02.150,"read,di,d"
"Tensorflow, how to concatenate multiple datasets with varying batch sizes","<python>, <tensorflow>, <tensorflow-datasets>",52897168,4606,5,2018-10-19T17:20:02.007,2018-10-20T10:00:57.677,"combine,d,d"
"How to get two tf.dataset from tf.data.Dataset.zip((images, labels))","<python>, <tensorflow>, <mnist>",52918090,4618,4,2018-10-21T17:38:22.237,2018-10-23T20:53:08.410,"read,di,d"
How to read data from npy file as TensorFlow dataset,"<numpy>, <tensorflow>",53045116,1311,0,2018-10-29T12:03:23.657,2018-10-29T12:35:57.997,"read,d,d"
How to create a torchtext.data.TabularDataset directly from a list or dict,"<python>, <dataset>, <pytorch>, <torchtext>",53046583,6847,8,2018-10-29T13:31:23.983,2018-11-01T11:47:14.913,"save,d,d"
Same ImageDataGenerator but different class_indices - How to remap the classes within a generator?,"<python>, <tensorflow>, <keras>, <generator>",53473110,645,2,2018-11-25T23:39:59.533,2018-11-27T12:09:55.227,"remap,label,m"
How to slice Torch images as numpy images,"<deep-learning>, <pytorch>, <vision>",53706452,306,2,2018-12-10T13:13:57.933,2018-12-10T13:53:26.553,"slice,di,d"
how to read image into tensor from url directly,"<python>, <image>, <tensorflow>",53714356,2336,0,2018-12-10T22:03:08.213,2018-12-11T06:18:33.840,"convert,di,d"
how to split highly imbalanced data using tensor flow or spark?,"<apache-spark>, <tensorflow>, <pyspark>, <apache-spark-mllib>, <tensorflow-transform>",53787559,180,1,2018-12-14T22:13:56.470,2018-12-14T22:59:10.227,"split,d,d"
How to load and use a pretained PyTorch InceptionV3 model to classify an image,"<python>, <pytorch>, <torch>",53844826,5240,3,2018-12-19T04:57:49.730,2018-12-19T06:13:10.533,"test inception,model,p"
How to view the graphs on tensorboard with eventFiles already present in Folders?,"<tensorflow>, <tensorboard>",53930455,87,0,2018-12-26T10:04:33.643,2018-12-26T12:00:43.210,"print d,data,v"
In Tensorflow dataset api: How to use padded_batch so that a pads with a specific value without specifying the number of pads,"<tensorflow>, <tensorflow-datasets>",53938962,5666,5,2018-12-27T01:59:55.850,2018-12-27T04:06:32.003,"pad,d,d"
"In Tensorflow, how to add an tensor/array to tensor/array which already contains multiple tensors/arrays. tf.concat and st.stack require equal shapes","<python>, <tensorflow>",53999738,615,1,2019-01-01T23:25:32.013,2019-01-02T02:08:47.090,"add,d,d"
How to read a datapoint with multiple lables from a tfrecord file,"<tensorflow>, <tfrecord>",54035402,237,0,2019-01-04T08:28:41.917,2019-01-04T08:28:41.917,"read,d,d"
How to use the black/white image as the input to tensorflow,<tensorflow>,54413499,400,0,2019-01-29T03:40:36.780,2019-01-29T04:02:08.047,"read,di,d"
How to pass validation_data to Model.fit + Dataset?,"<c#>, <python>, <tensorflow>, <keras>",54546660,840,2,2019-02-06T04:33:31.283,2019-02-06T20:58:49.003,"feed data,model,m"
How to randomly select data from multiple aligned dataset in Tensorflow?,"<python>, <tensorflow-datasets>",54566926,230,1,2019-02-07T05:35:26.580,2019-02-07T13:55:18.073,"select,d,d"
how to load images data into pytorch dataLoader?,"<python>, <deep-learning>, <pytorch>",54658108,1564,0,2019-02-12T20:18:11.380,2019-02-18T19:12:45.357,"read,di,d"
How to randomly crop a batch of images,"<python>, <numpy>, <tensorflow>",54658635,3209,0,2019-02-12T21:02:21.377,2019-02-13T14:40:50.800,"crop,di,d"
How to upscale image in pytorch?,"<python-3.x>, <pytorch>",54771426,4792,2,2019-02-19T17:02:19.543,2019-02-19T17:24:11.397,"upscale,di,d"
How to load images in the same folder in Pytorch?,"<python>, <computer-vision>, <pytorch>",54898655,878,0,2019-02-27T05:33:24.917,2019-02-27T05:50:52.597,"read,di,d"
How to sort a dataset in pytorch,"<python>, <machine-learning>, <pytorch>, <mnist>",54964330,875,1,2019-03-03T00:07:33.797,2019-03-03T00:47:43.897,"sort,d,d"
How to write summary log using tensorflow for logistic regression on MNIST data?,"<python>, <tensorflow>, <logistic-regression>, <tensorboard>, <mnist>",55049376,121,1,2019-03-07T17:09:43.277,2019-03-08T22:45:48.447,"create,summary,m"
How to correctly shape time-series data for RNN?,"<python>, <arrays>, <numpy>, <tensorflow>, <neural-network>",55085971,49,1,2019-03-10T08:49:04.807,2019-03-10T13:58:00.873,"reshape,d,d"
How to combine multiple tfrecord datasets into one dataset?,"<python>, <tensorflow>, <deep-learning>, <tfrecord>",55213771,1489,2,2019-03-18T01:52:02.210,2019-03-18T10:55:37.377,"combine,d,d"
How to convert an image for .tflite input,"<python>, <tensorflow>, <keras>",55263041,1262,2,2019-03-20T14:22:01.513,2019-03-20T14:37:10.603,"convert,di,d"
How to make a dataset from video datasets(tensorflow first),"<tensorflow>, <dataset>, <pytorch>, <hdf5>, <tfrecord>",55353187,1213,2,2019-03-26T08:59:43.367,2019-03-26T22:49:06.597,"save,d,d"
TensorFlow 2.0 Keras: How to write image summaries for TensorBoard,"<python>, <tensorflow>, <keras>, <tensorboard>, <summary>",55421290,3927,7,2019-03-29T16:01:50.120,2019-04-18T23:00:09.967,"summarize,di,d"
How to make a nested structure of from_tensor_slice to pass two arguments in Dataset.map with a tf.py_func wrapper,"<python>, <tensorflow>, <tensorflow-datasets>",55474374,680,0,2019-04-02T12:05:20.640,2019-04-02T17:09:53.103,"read,d,d"
How to Display/Visualize Images after Convolution and Relu in Tensorflow,"<python>, <tensorflow>, <conv-neural-network>, <visualization>, <convolution>",55487418,723,0,2019-04-03T05:03:24.977,2019-04-03T11:38:49.503,"display di,data,v"
How to add/change names of components to an existing Tensorflow Dataset object?,"<python>, <tensorflow>, <tensorflow-datasets>",55502800,1298,5,2019-04-03T19:21:38.917,2021-02-01T06:11:48.810,"rename,layer,m"
How to create a Pytorch Dataset from .pt files?,"<python>, <computer-vision>, <pytorch>, <mnist>, <dcgan>",55693363,2918,0,2019-04-15T16:16:05.550,2019-04-16T06:57:19.167,"save,d,d"
How to produce an ROC curve when using a ImageDataGenerator,"<python>, <tensorflow>, <keras>, <roc>",55759657,1825,0,2019-04-19T09:32:14.563,2019-04-19T11:42:14.613,"plot roc curve,evaluation,v"
ImageDataGenerator: how to add the 4th dimension to a numpy array?,"<python>, <numpy>, <tensorflow>, <keras>, <deep-learning>",55834790,1302,5,2019-04-24T16:35:27.947,2019-04-24T16:41:30.967,"add dimension,d,d"
How to generate burst of images from a single image by adding misalignment?,"<python>, <image>, <pytorch>",55881517,415,1,2019-04-27T14:22:50.117,2019-04-27T18:12:28.770,"convert,di,d"
How to have a seperate database connection for each fork when using multiprocessing with generators in Keras?,"<python>, <tensorflow>, <keras>, <multiprocessing>",56034831,157,0,2019-05-08T06:34:51.817,2019-05-08T09:08:14.160,"feed data,model,m"
How to acquire tf.data.dataset's shape?,"<tensorflow>, <machine-learning>, <deep-learning>, <tensorflow-datasets>",56218014,7630,13,2019-05-20T09:30:10.960,2019-05-20T12:10:18.097,"get shape,d,d"
